Pantoea milletiae,,,,,Bordetella hinzii,,,,,,,,,Clostridium fallax,,,,,,Rothia aeria,,,,,,,,,,,,,,,,
Pantoea pleuroti,,,,,Bordetella holmesii,,,,,,,,,Clostridium glycolicum,,,,,,Rothia dentocariosa,,,,,,,,,,,,,,,,
Pantoea septica,,,,,Bordetella parapertussis,,,,,,,,,Clostridium hastiforme,,,,,,Rothia dentocariosus,,,,,,,,,,,,,,,,
Pantoea uredovora,,,,,Bordetella pertussis,,,,,,,,,Clostridium hathewayi,,,,,,Rothia kristinae,,,,,,,,,,,,,,,,
Photorhabdus asymbiotica,,,,,Bordetella petrii,,,,,,,,,Clostridium histolyticum,,,,,,Rothia mucilaginosus,,,,,,,,,,,,,,,,
Photorhabdus asymbiotica asymbiotica,,,,,Bordetella sputigena,,,,,,,,,Clostridium indolis,,,,,,Trueperella bernardiae,,,,,,,,,,,,,,,,
Photorhabdus asymbiotica australis,,,,,Bordetella trematum,,,,,,,,,Clostridium innocuum,,,,,,Trueperella pyogenes,,,,,,,,,,,,,,,,
Pleisomonas shigelloides,,,,,Agrobacterium pusense,,,,,,,,,Clostridium intestinale,,,,,,Turicella otitidis,,,,,,,,,,,,,,,,
Plesiomonas shigelloides,,,,,Agrobacterium radiobacter,,,,,,,,,Clostridium intestinalis,,,,,,Arcanobacterium sp.,,,,,,,,,,,,,,,,
Pluralibacter gergoviae,,,,,Agrobacterium tumefaciens,,,,,,,,,Clostridium lavalense,,,,,,Arthrobacter sp.,,,,,,,,,,,,,,,,
Proteus faecis,,,,,Ochrobactrum anthropi,,,,,,,,,Clostridium moniliforme,,,,,,Brevibacterium sp.,,,,,,,,,,,,,,,,
Proteus inconstans,,,,,Ochrobactrum haematophilum,,,,,,,,,Clostridium neonatale,,,,,,Cellulomonas sp.,,,,,,,,,,,,,,,,
Proteus mirabilis,,,,,Ochrobactrum intermedium,,,,,,,,,Clostridium novyi,,,,,,Cellulosimicrobium sp.,,,,,,,,,,,,,,,,
Proteus morganii,,,,,Ochrobactrum pseudogrignonense,,,,,,,,,Clostridium paraperfringens,,,,,,Corynebacterium sp.,,,,,,,,,,,,,,,,
Proteus penneri,,,,,Ochrobactrum tritici,,,,,,,,,Clostridium perenne,,,,,,Dermabacter sp.,,,,,,,,,,,,,,,,
Proteus rettgeri,,,,,Oligella ureolytica,,,,,,,,,Clostridium perfringens,,,,,,Leifsonia sp.,,,,,,,,,,,,,,,,
Proteus vulgaris,,,,,Oligella urethralis,,,,,,,,,Clostridium ramosum,,,,,,Microbacterium sp.,,,,,,,,,,,,,,,,
Providencia alcalifaciens,,,,,Flavobacterium balustinum,,,,,,,,,Clostridium rectum,,,,,,Oerskovia sp.,,,,,,,,,,,,,,,,
Providencia heimbachae,,,,,Flavobacterium breve,,,,,,,,,Clostridium septicum,,,,,,Rothia sp.,,,,,,,,,,,,,,,,
Providencia rettgeri,,,,,Flavobacterium ceti,,,,,,,,,Clostridium sphenoides,,,,,,Trueperella sp.,,,,,,,,,,,,,,,,
Providencia stuartii,,,,,Flavobacterium gleum,,,,,,,,,Clostridium sporogenes,,,,,,Turicella sp.,,,,,,,,,,,,,,,,
Pseudescherichia vulneris,,,,,Flavobacterium indologenes,,,,,,,,,Clostridium tetani,,,,,,,,,,,,,,,,,,,,,,
Rahnella aquatilis,,,,,Flavobacterium meningosepticum,,,,,,,,,Clostridium ventriculi,,,,,,,,,,,,,,,,,,,,,,
Raoultella ornithinolytica,,,,,Flavobacterium multivorum,,,,,,,,,Collinsella aerofaciens,,,,,,,,,,,,,,,,,,,,,,
Raoultella planticola,,,,,Flavobacterium odoratum,,,,,,,,,Collinsella vaginalis,,,,,,,,,,,,,,,,,,,,,,
Raoultella trevisanii,,,,,Flavobacterium spiritivorum,,,,,,,,,Coprobacillus catenaformis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Aachen,,,,,Flavobacterium yabuuchiae,,,,,,,,,Coprobacillus cateniformis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Aarhus,,,,,Sphingobacterium cellulitidis,,,,,,,,,Cryptobacterium curtum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Aba,,,,,Sphingobacterium hotanense,,,,,,,,,Cutibacterium acnes acnes,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Abadina,,,,,Sphingobacterium multivorum,,,,,,,,,Cutibacterium acnes defendens,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Abaetetuba,,,,,Sphingobacterium spiritivorum,,,,,,,,,Cutibacterium granulosum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Aberdeen,,,,,Weeksella virosa,,,,,,,,,Cutibacterium namnetense,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Abidjan,,,,,Weeksella zoohelcum,,,,,,,,,Delftia lacustris,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Ablogame,,,,,Moraxella atlantae,,,,,,,,,Dermabacter jinjuensis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Abobo,,,,,Moraxella bovis,,,,,,,,,Desulfomicrobium orale,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Abony,,,,,Moraxella canis,,,,,,,,,Desulfotomaculum guttoideum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Abortusovis,,,,,Moraxella caviae,,,,,,,,,Desulfovibrio desulfuricans desulfuricans,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Abuja,,,,,Moraxella cuniculi,,,,,,,,,Desulfovibrio legallii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Accra,,,,,Moraxella lacunata,,,,,,,,,Desulfovibrio legallis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Ackwepe,,,,,Moraxella lincolnii,,,,,,,,,Desulfovibrio vulgaris oxamicus,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Adabraka,,,,,Moraxella nonliquefaciens,,,,,,,,,Desulfovibrio vulgaris vulgaris,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Adamstown,,,,,Moraxella osloensis,,,,,,,,,Dialister invisus,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Adamstua,,,,,Moraxella ovis,,,,,,,,,Dialister micraerophilus,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Adana,,,,,Moraxella phenylpyruvica,,,,,,,,,Dialister pneumosintes,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Adelaide,,,,,Moraxella urethralis,,,,,,,,,Dialister propionicifaciens,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Adeoyo,,,,,Psychrobacter arenosus,,,,,,,,,Dichelobacter nodosus,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Aderike,,,,,Psychrobacter faecalis,,,,,,,,,Eggerthella hongkongensis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Adime,,,,,Psychrobacter immobilis,,,,,,,,,Eggerthella sinensis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Adjame,,,,,Psychrobacter phenylpyruvica,,,,,,,,,Eisenbergiella tayi,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Aequatoria,,,,,Psychrobacter phenylpyruvicus,,,,,,,,,Enterocloster aldenensis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Aesch,,,,,Psychrobacter sanguinis,,,,,,,,,Enterocloster aldensis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Aflao,,,,,Pseudomonas sp.,,,,,,,,,Enterocloster bolteae,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Africana,,,,,Burkholderia sp.,,,,,,,,,Enterocloster citroniae,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Afula,,,,,Comamonas sp.,,,,,,,,,Enterocloster lavalensis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Agama,,,,,Acidovorax sp.,,,,,,,,,Eubacterium aerofaciens,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Agbara,,,,,Brevundimonas sp.,,,,,,,,,Eubacterium brachy,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Agbeni,,,,,Chryseomonas sp.,,,,,,,,,Eubacterium callanderi,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Agege,,,,,Flavimonas sp.,,,,,,,,,Eubacterium combesii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Ago,,,,,Sphingomonas sp.,,,,,,,,,Eubacterium cylindroides,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Agodi,,,,,Shewanella sp.,,,,,,,,,Eubacterium exiguum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Agona,,,,,Methylobacterium sp.,,,,,,,,,Eubacterium limosum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Agoueve,,,,,Roseomonas sp.,,,,,,,,,Eubacterium minutum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Ahanou,,,,,Balneatrix sp.,,,,,,,,,Eubacterium moniliforme,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Ahepe,,,,,Alcaligenes sp.,,,,,,,,,Eubacterium multiforme,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Ahmadi,,,,,Bordetella sp.,,,,,,,,,Eubacterium nodatum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Ahoutoue,,,,,Agrobacterium sp.,,,,,,,,,Eubacterium rectale,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Ahuza,,,,,Ochrobactrum sp.,,,,,,,,,Eubacterium saburreum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Ajiobo,,,,,Oligella sp.,,,,,,,,,Eubacterium sulci,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Akanji,,,,,Flavobacterium sp.,,,,,,,,,Eubacterium tardum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Akuafo,,,,,Sphingobacterium sp.,,,,,,,,,Eubacterium tenue,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Alabama,,,,,Weeksella sp.,,,,,,,,,Eubacterium timidum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Alachua,,,,,Moraxella sp.,,,,,,,,,Ezakiella coagulans,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Alagbon,,,,,Psychrobacter sp.,,,,,,,,,Faecalitalea cylindroides,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Alamo,,,,,,,,,,,,,,Falcivibrio grandis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Albany,,,,,,,,,,,,,,Filifactor alocis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Albert,,,,,,,,,,,,,,Finegoldia magna,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Albertbanjul,,,,,,,,,,,,,,Fretibacterium fastidiosum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Albertslund,,,,,,,,,,,,,,Fusobacterium alocis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Albuquerque,,,,,,,,,,,,,,Fusobacterium gonidiaformans,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Alexanderplatz,,,,,,,,,,,,,,Fusobacterium mortiferum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Alexanderpolder,,,,,,,,,,,,,,Fusobacterium naviforme,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Alfort,,,,,,,,,,,,,,Fusobacterium necrophorum necrophorum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Alger,,,,,,,,,,,,,,Fusobacterium nucleatum animalis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Alkmaar,,,,,,,,,,,,,,Fusobacterium nucleatum fusiforme,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Allandale,,,,,,,,,,,,,,Fusobacterium nucleatum nucleatum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Allerton,,,,,,,,,,,,,,Fusobacterium nucleatum polymorphum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Alma,,,,,,,,,,,,,,Fusobacterium nucleatum vincentii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Alminko,,,,,,,,,,,,,,Fusobacterium periodonticum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Alpenquai,,,,,,,,,,,,,,Fusobacterium pseudonecrophorum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Altendorf,,,,,,,,,,,,,,Fusobacterium rectum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Amager,,,,,,,,,,,,,,Fusobacterium russii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Amberg,,,,,,,,,,,,,,Fusobacterium sulci,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Amersfoort,,,,,,,,,,,,,,Fusobacterium varium,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Aminatu,,,,,,,,,,,,,,Gordonibacter pamelaeae,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Amounderness,,,,,,,,,,,,,,Gracilinema caldarium,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Amoutive,,,,,,,,,,,,,,Hathewaya histolytica,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Amsterdam,,,,,,,,,,,,,,Hathewaya histolyticum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Amunigun,,,,,,,,,,,,,,Hungatella effluvii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Anderlecht,,,,,,,,,,,,,,Hungatella hathewayi,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Anecho,,,,,,,,,,,,,,Jonquetella anthropi,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Anfo,,,,,,,,,,,,,,Lachnoanaerobaculum saburreum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Angers,,,,,,,,,,,,,,Lachnoanaerobaculum umeaense,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Angoda,,,,,,,,,,,,,,Lacrimispora amygdalina,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Angouleme,,,,,,,,,,,,,,Lacrimispora indolis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Ank,,,,,,,,,,,,,,Lacrimispora sphenoides,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Antonio,,,,,,,,,,,,,,Lancefieldella rimae,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Antsalova,,,,,,,,,,,,,,Lawsonella clevelandensis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Antwerpen,,,,,,,,,,,,,,Leptospira venezuelensis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Apapa,,,,,,,,,,,,,,Leptotrichia hongkongensis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Apeyeme,,,,,,,,,,,,,,Leptotrichia shahii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Aprad,,,,,,,,,,,,,,Leptotrichia trevisanii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Aqua,,,,,,,,,,,,,,Leptotrichia wadei,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Arapahoe,,,,,,,,,,,,,,Megamonas hypermegale,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Arechavaleta,,,,,,,,,,,,,,Megamonas hypermegas,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Argenteuil,,,,,,,,,,,,,,Megasphaera elsdenii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Arusha,,,,,,,,,,,,,,Megasphaera micronuciformis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Aschersleben,,,,,,,,,,,,,,Megasphaera vaginalis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Ashanti,,,,,,,,,,,,,,Mobiluncus curtisii curtisii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Assen,,,,,,,,,,,,,,Mobiluncus curtisii holmesii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Assinie,,,,,,,,,,,,,,Mobiluncus grandis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Astridplein,,,,,,,,,,,,,,Mobiluncus holmesii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Asylanta,,,,,,,,,,,,,,Mobiluncus mulieris,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Atakpame,,,,,,,,,,,,,,Mobiluncus vaginalis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Atento,,,,,,,,,,,,,,Mogibacterium diversum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Athens,,,,,,,,,,,,,,Mogibacterium neglectum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Athinai,,,,,,,,,,,,,,Mogibacterium pumilum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Ati,,,,,,,,,,,,,,Mogibacterium timidum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Augustenborg,,,,,,,,,,,,,,Mogibacterium vescum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Aurelianis,,,,,,,,,,,,,,Moryella indoligenes,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Austin,,,,,,,,,,,,,,Murdochiella asaccharolytica,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Australia,,,,,,,,,,,,,,Negativicoccus succinicivorans,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Avignon,,,,,,,,,,,,,,Nitratidesulfovibrio vulgaris,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Avonmouth,,,,,,,,,,,,,,Ochrobactrum pseudogrignonense,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Axim,,,,,,,,,,,,,,Odoribacter splanchnicus,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Ayinde,,,,,,,,,,,,,,Oribacterium asaccharolyticum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Ayton,,,,,,,,,,,,,,Oribacterium parvum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Azteca,,,,,,,,,,,,,,Oribacterium sinus,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Babelsberg,,,,,,,,,,,,,,Oribaculum catoniae,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Babili,,,,,,,,,,,,,,Oscillibacter ruminantium,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Badagry,,,,,,,,,,,,,,Parabacteroides chongii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Baguida,,,,,,,,,,,,,,Parabacteroides distasonis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Baguirmi,,,,,,,,,,,,,,Parabacteroides goldsteinii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bahati,,,,,,,,,,,,,,Parabacteroides gordonii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bahrenfeld,,,,,,,,,,,,,,Parabacteroides merdae,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Baiboukoum,,,,,,,,,,,,,,Paraclostridium bifermentans bifermentans,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Baildon,,,,,,,,,,,,,,Paraclostridium dentum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bakau,,,,,,,,,,,,,,Paraclostridium massiliensis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Balcones,,,,,,,,,,,,,,Paraeggerthella hongkongensis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Ball,,,,,,,,,,,,,,Parascardovia denticolens,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bama,,,,,,,,,,,,,,Pauljensenia hongkongensis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bamboye,,,,,,,,,,,,,,Peptococcus magnus,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bambylor,,,,,,,,,,,,,,Peptococcus niger,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Banalia,,,,,,,,,,,,,,Peptococcus prevotii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Banana,,,,,,,,,,,,,,Peptoniphilus coxii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Banco,,,,,,,,,,,,,,Peptoniphilus duerdenii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bandia,,,,,,,,,,,,,,Peptoniphilus gorbachii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bandim,,,,,,,,,,,,,,Peptoniphilus harei,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bangkok,,,,,,,,,,,,,,Peptoniphilus ivorii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bangui,,,,,,,,,,,,,,Peptoniphilus koenoeneniae,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Banjul,,,,,,,,,,,,,,Peptoniphilus olsenii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bardo,,,,,,,,,,,,,,Peptoniphilus senegalensis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bareilly,,,,,,,,,,,,,,Peptoniphilus tyrrelliae,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bargny,,,,,,,,,,,,,,Peptostreptococcus harei,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Barmbek,,,,,,,,,,,,,,Peptostreptococcus ivorii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Barranquilla,,,,,,,,,,,,,,Peptostreptococcus lactolyticus,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Barry,,,,,,,,,,,,,,Peptostreptococcus magnus,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Basingstoke,,,,,,,,,,,,,,Peptostreptococcus octavius,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bassa,,,,,,,,,,,,,,Peptostreptococcus prevotii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bassadji,,,,,,,,,,,,,,Peptostreptococcus productus,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bata,,,,,,,,,,,,,,Peptostreptococcus stomatis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Batonrouge,,,,,,,,,,,,,,Peptostreptococcus vaginalis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Battle,,,,,,,,,,,,,,Phocaeicola abscessus,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bazenheid,,,,,,,,,,,,,,Phocaeicola dorei,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Be,,,,,,,,,,,,,,Phocaeicola massiliensis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Beaudesert,,,,,,,,,,,,,,Phocaeicola vulgatus,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bedford,,,,,,,,,,,,,,Porphyromonas asaccharolytica,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Belem,,,,,,,,,,,,,,Porphyromonas bennonis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Belfast,,,,,,,,,,,,,,Porphyromonas catoniae,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bellevue,,,,,,,,,,,,,,Porphyromonas circumdentaria,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Benfica,,,,,,,,,,,,,,Porphyromonas gingivalis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Benguella,,,,,,,,,,,,,,Porphyromonas levii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Benin,,,,,,,,,,,,,,Porphyromonas macacae,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Benue,,,,,,,,,,,,,,Porphyromonas salivosa,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bere,,,,,,,,,,,,,,Porphyromonas somerae,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bergedorf,,,,,,,,,,,,,,Porphyromonas uenonis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bergen,,,,,,,,,,,,,,Prevotella amnii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bergues,,,,,,,,,,,,,,Prevotella aurantiaca,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Berkeley,,,,,,,,,,,,,,Prevotella baroniae,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Berlin,,,,,,,,,,,,,,Prevotella bergensis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Berta,,,,,,,,,,,,,,Prevotella bivia,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bessi,,,,,,,,,,,,,,Prevotella bivius,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bethune,,,,,,,,,,,,,,Prevotella brunnea,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Biafra,,,,,,,,,,,,,,Prevotella buccae,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bida,,,,,,,,,,,,,,Prevotella buccalis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bietri,,,,,,,,,,,,,,Prevotella capillus,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bignona,,,,,,,,,,,,,,Prevotella colorans,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bijlmer,,,,,,,,,,,,,,Prevotella corporis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bilu,,,,,,,,,,,,,,Prevotella denticola,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Binche,,,,,,,,,,,,,,Prevotella disiens,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bingerville,,,,,,,,,,,,,,Prevotella fusca,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Binningen,,,,,,,,,,,,,,Prevotella heparinolytica,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Birkenhead,,,,,,,,,,,,,,Prevotella intermedius,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Birmingham,,,,,,,,,,,,,,Prevotella loescheii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bispebjerg,,,,,,,,,,,,,,Prevotella maculosa,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bissau,,,,,,,,,,,,,,Prevotella marshii,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Blancmesnil,,,,,,,,,,,,,,Prevotella melaninogenica,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Blegdam,,,,,,,,,,,,,,Prevotella melaninogenicus melaninogenicus,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Blijdorp,,,,,,,,,,,,,,Prevotella multiformis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Blitta,,,,,,,,,,,,,,Prevotella multisaccharivorax,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Blockley,,,,,,,,,,,,,,Prevotella nanceiensis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bloomsbury,,,,,,,,,,,,,,Prevotella nigrescens,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Blukwa,,,,,,,,,,,,,,Prevotella oralis,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bobo,,,,,,,,,,,,,,Prevotella oris,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bochum,,,,,,,,,,,,,,Prevotella oulora,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Bodjonegoro,,,,,,,,,,,,,,Prevotella oulorum,,,,,,,,,,,,,,,,,,,,,,
Salmonella enterica Boecker,,,,,,,,,,,,,,Prevotella pentosaceus,,,,,,,,,,,,,,,,,,,,,,
